,code,name,ind_code,ind
177,16710,대성홀딩스,137105,회사 본부 및 경영 컨설팅 서비스업
245,16740,두올,33003,자동차 신품 부품 제조업
637,16800,퍼시스,33201,가구 제조업
486,16880,웅진,116409,기타 금융업
121,17040,광명전기,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
277,17180,명문제약,32102,의약품 제조업
482,17370,우신시스템,32902,특수 목적용 기계 제조업
366,17390,서울도시가스,43502,연료용 가스 제조 및 배관공급업
397,17550,수산중공업,32902,특수 목적용 기계 제조업
94,17670,SK텔레콤,106102,전기 통신업
751,17800,현대엘리베이터,32901,일반 목적용 기계 제조업
646,17810,풀무원,31007,기타 식품 제조업
122,17900,광전자,32601,반도체 제조업
20,17940,E1,74607,기타 전문 도매업
676,17960,한국카본,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업"
440,18250,애경산업,32004,기타 화학제품 제조업
327,18260,삼성에스디에스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
558,18470,조일알미늄,32402,1차 비철금속 제조업
231,18500,동원금속,33003,자동차 신품 부품 제조업
86,18670,SK가스,74607,기타 전문 도매업
712,18880,한온시스템,32901,일반 목적용 기계 제조업
414,19170,신풍제약,32102,의약품 제조업
630,19180,티에이치엔,32809,기타 전기장비 제조업
384,19440,세아특수강,32401,1차 철강 제조업
656,19490,하이트론씨스템즈,32605,영상 및 음향기기 제조업
162,19680,대교,168501,초등 교육기관
697,20000,한섬,31401,봉제의복 제조업
614,20120,키다리스튜디오,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
537,20150,일진머티리얼즈,32602,전자부품 제조업
434,20560,아시아나항공,85101,항공 여객 운송업
536,20760,일진디스플,32601,반도체 제조업
368,21050,서원,32403,금속 주조업
607,21240,코웨이,199609,그외 기타 개인 서비스업
388,21820,세원정공,33003,자동차 신품 부품 제조업
346,23000,삼원강재,33003,자동차 신품 부품 제조업
66,23150,MH에탄올,31101,알코올음료 제조업
672,23350,한국종합기술,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업"
212,23450,동남합성,32001,기초 화학물질 제조업
259,23530,롯데쇼핑,74701,종합 소매업
161,23590,다우기술,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
523,23800,인지컨트롤스,33003,자동차 신품 부품 제조업
526,23810,인팩,33003,자동차 신품 부품 제조업
448,23960,에쓰씨엔지니어링,64102,토목 건설업
101,24070,WISCOM,32202,플라스틱제품 제조업
247,24090,디씨엠,32401,1차 철강 제조업
141,24110,기업은행,116401,은행 및 저축기관
678,24720,한국콜마홀딩스,116409,기타 금융업
189,24890,대원화성,32202,플라스틱제품 제조업
208,24900,덕양산업,33003,자동차 신품 부품 제조업
44,25000,KPX케미칼,32001,기초 화학물질 제조업
446,25530,에스제이엠홀딩스,74502,자동차 부품 및 내장품 판매업
664,25540,한국단자공업,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
286,25560,미래산업,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
545,25620,제이준코스메틱,32004,기타 화학제품 제조업
708,25750,한솔홈데코,31601,제재 및 목재 가공업
508,25820,이구산업,32402,1차 비철금속 제조업
149,25860,남해화학,32003,"비료, 농약 및 살균, 살충제 제조업"
673,25890,한국주강,32902,특수 목적용 기계 제조업
254,26890,디피씨,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
307,26940,부국철강,32401,1차 철강 제조업
216,26960,동서,74603,음·식료품 및 담배 도매업
2,27410,BGF,116409,기타 금융업
268,27740,마니커,31001,"도축, 육류 가공 및 저장 처리업"
392,27970,세하,31701,"펄프, 종이 및 판지 제조업"
328,28050,삼성엔지니어링,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업"
222,28100,동아지질,64201,기반조성 및 시설물 축조관련 전문공사업
324,28260,삼성물산,74607,기타 전문 도매업
635,28670,팬오션,85001,해상 운송업
585,29460,케이씨,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
400,29530,신도리코,32603,컴퓨터 및 주변장치 제조업
335,29780,삼성카드,116409,기타 금융업
547,30000,제일기획,137103,광고업
591,30200,케이티,106102,전기 통신업
48,30210,KTB투자증권,116601,금융 지원 서비스업
124,30610,교보증권,116601,금융 지원 서비스업
233,30720,동원수산,10301,어로 어업
312,30790,비케이탑스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
407,31430,신세계인터내셔날,74704,"섬유, 의복, 신발 및 가죽제품 소매업"
408,31440,신세계푸드,95601,음식점업
608,31820,콤텍시스템,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
256,32350,롯데관광개발,147502,여행사 및 기타 여행보조 서비스업
776,32560,황금에스티,32402,1차 비철금속 제조업
56,32640,LG유플러스,106102,전기 통신업
326,32830,삼성생명,116501,보험업
649,33180,필룩스,32602,전자부품 제조업
542,33240,자화전자,32602,전자부품 제조업
580,33250,체시스,33003,자동차 신품 부품 제조업
491,33270,유나이티드,32102,의약품 제조업
390,33530,세종공업,33003,자동차 신품 부품 제조업
438,33660,아주캐피탈,116409,기타 금융업
593,33780,케이티앤지,31201,담배 제조업
284,33920,무학,31101,알코올음료 제조업
243,34020,두산중공업,32901,일반 목적용 기계 제조업
78,34120,SBS,106002,텔레비전 방송업
53,34220,LG디스플레이,32602,전자부품 제조업
406,34300,신세계건설,64101,건물 건설업
70,34310,NICE,137105,회사 본부 및 경영 컨설팅 서비스업
524,34590,인천도시가스,43502,연료용 가스 제조 및 배관공급업
84,34730,SK,116409,기타 금융업
681,34830,한국토지신탁,116402,신탁업 및 집합투자업
568,35000,지투알,137105,회사 본부 및 경영 컨설팅 서비스업
298,35150,백산,32202,플라스틱제품 제조업
105,35250,강원랜드,189102,유원지 및 기타 오락관련 서비스업
67,35420,NAVER,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
405,35510,신세계I&C,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
581,35720,카카오,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
546,36420,제이콘텐트리,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업"
660,36460,한국가스공사,43502,연료용 가스 제조 및 배관공급업
76,36530,S&T홀딩스,116409,기타 금융업
455,36570,엔씨소프트,105802,소프트웨어 개발 및 공급업
634,36580,팜스코,31006,"곡물가공품, 전분 및 전분제품 제조업"
102,37270,YG PLUS,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
60,37560,LG헬로비전,106002,텔레비전 방송업
123,37710,광주신세계,74701,종합 소매업
652,39130,하나투어,147502,여행사 및 기타 여행보조 서비스업
615,39490,키움증권,116601,금융 지원 서비스업
28,39570,HDC아이콘트롤스,64203,전기 및 통신 공사업
360,41650,상신브레이크,33003,자동차 신품 부품 제조업
183,42660,대우조선해양,33101,선박 및 보트 건조업
242,42670,두산인프라코어,32902,특수 목적용 기계 제조업
693,42700,한미반도체,32902,특수 목적용 기계 제조업
563,44380,주연테크,32603,컴퓨터 및 주변장치 제조업
47,44450,KSS해운,85001,해상 운송업
598,44820,코스맥스비티아이,116409,기타 금융업
181,47040,대우건설,64101,건물 건설업
643,47050,포스코인터내셔널,74601,상품 중개업
494,47400,유니온머티리얼,32302,"내화, 비내화 요업제품 제조업"
685,47810,한국항공우주,33103,"항공기,우주선 및 부품 제조업"
230,49770,동원F&B,31007,기타 식품 제조업
485,49800,우진플라임,32902,특수 목적용 기계 제조업
719,51600,한전KPS,64203,전기 및 통신 공사업
573,51630,진양화학,32202,플라스틱제품 제조업
55,51900,LG생활건강,32004,기타 화학제품 제조업
61,51910,LG화학,32001,기초 화학물질 제조업
720,52690,한전기술,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업"
592,53210,케이티스카이라이프,106002,텔레비전 방송업
692,53690,한미글로벌,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업"
626,55490,테이팩스,32202,플라스틱제품 제조업
417,55550,신한지주,116409,기타 금융업
762,57050,현대홈쇼핑,74709,무점포 소매업
642,58430,포스코강판,32401,1차 철강 제조업
385,58650,세아홀딩스,32401,1차 철강 제조업
160,58730,다스코,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업"
49,58850,KTcs,106309,기타 정보 서비스업
50,58860,KTis,106309,기타 정보 서비스업
691,60980,한라홀딩스,116409,기타 금융업
561,63160,종근당바이오,32102,의약품 제조업
742,64350,현대로템,33102,철도장비 제조업
74,64960,S&T모티브,33003,자동차 신품 부품 제조업
58,66570,LG전자,32604,통신 및 방송 장비 제조업
389,67830,세이브존I&C,74701,종합 소매업
395,68270,셀트리온,32101,기초 의약물질 및 생물학적 제제 제조업
334,68290,삼성출판사,105801,"서적, 잡지 및 기타 인쇄물 출판업"
90,68400,SK렌터카,147601,운송장비 임대업
788,69260,휴켐스,32004,기타 화학제품 제조업
204,69460,대호에이엘,32402,1차 비철금속 제조업
185,69620,대웅제약,32102,의약품 제조업
700,69640,한세엠케이,74704,"섬유, 의복, 신발 및 가죽제품 소매업"
19,69730,DSR제강,32401,1차 철강 제조업
746,69960,현대백화점,74701,종합 소매업
476,70960,용평리조트,95501,일반 및 생활 숙박시설 운영업
662,71050,한국금융지주,116409,기타 금융업
655,71090,하이스틸,32401,1차 철강 제조업
566,71320,지역난방공사,43503,"증기, 냉·온수 및 공기조절 공급업"
267,71840,롯데하이마트,74703,가전제품 및 정보통신장비 소매업
601,71950,코아스,33201,가구 제조업
99,71970,STX중공업,32901,일반 목적용 기계 제조업
501,72130,유엔젤,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
159,72710,농심홀딩스,116409,기타 금융업
138,73240,금호타이어,32201,고무제품 제조업
516,74610,이엔플러스,32901,일반 목적용 기계 제조업
361,75180,새론오토모티브,33003,자동차 신품 부품 제조업
391,75580,세진중공업,33101,선박 및 보트 건조업
496,77500,유니퀘스트,74605,기계장비 및 관련 물품 도매업
98,77970,STX엔진,32901,일반 목적용 기계 제조업
627,78000,텔코웨어,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
451,78520,에이블씨엔씨,32004,기타 화학제품 제조업
23,78930,GS,116409,기타 금융업
7,79160,CJ CGV,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업"
743,79430,현대리바트,33201,가구 제조업
62,79550,LIG넥스원,32502,무기 및 총포탄 제조업
786,79980,휴비스,32005,화학섬유 제조업
535,81000,일진다이아,32004,기타 화학제품 제조업
784,81660,휠라홀딩스,74604,생활용품 도매업
227,82640,동양생명,116501,보험업
32,82740,HSD엔진,32901,일반 목적용 기계 제조업
129,83420,그린케미칼,32004,기타 화학제품 제조업
197,84010,대한제강,32401,1차 철강 제조업
225,84670,동양고속,84902,육상 여객 운송업
518,84680,이월드,189102,유원지 및 기타 오락관련 서비스업
174,84690,대상홀딩스,116409,기타 금융업
629,84870,티비에이치글로벌,31401,봉제의복 제조업
458,85310,엔케이,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업"
289,85620,미래에셋생명,116501,보험업
741,86280,현대글로비스,85209,기타 운송관련 서비스업
650,86790,하나금융지주,116409,기타 금융업
510,88260,이리츠코크렙,126801,부동산 임대 및 공급업
729,88350,한화생명,116501,보험업
569,88790,진도,74607,기타 전문 도매업
271,88980,맥쿼리인프라,116402,신탁업 및 집합투자업
29,89470,HDC현대EP,32004,기타 화학제품 제조업
552,89590,제주항공,85101,항공 여객 운송업
639,90080,평화산업,33003,자동차 신품 부품 제조업
154,90350,노루페인트,32004,기타 화학제품 제조업
276,90370,메타랩스,31401,봉제의복 제조업
428,90430,아모레퍼시픽,32004,기타 화학제품 제조업
387,91090,세원셀론텍,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업"
631,91810,티웨이항공,85101,항공 여객 운송업
250,92200,디아이씨,33003,자동차 신품 부품 제조업
40,92220,KEC,32601,반도체 제조업
45,92230,KPX홀딩스,32001,기초 화학물질 제조업
139,92440,기신정기,32902,특수 목적용 기계 제조업
229,92780,동양피스톤,33001,자동차용 엔진 및 자동차 제조업
51,93050,LF,31401,봉제의복 제조업
515,93230,이아이디,74607,기타 전문 도매업
763,93240,형지엘리트,31401,봉제의복 제조업
783,93370,후성,32001,기초 화학물질 제조업
778,94280,효성 ITX,147509,기타 사업지원 서비스업
272,94800,맵스리얼티1,116402,신탁업 및 집합투자업
0,95570,AJ네트웍스,147603,산업용 기계 및 장비 임대업
487,95720,웅진씽크빅,168501,초등 교육기관
300,96300,베트남개발1,116402,신탁업 및 집합투자업
36,96760,JW홀딩스,116409,기타 금융업
91,96770,SK이노베이션,31902,석유 정제품 제조업
723,97230,한진중공업,64102,토목 건설업
10,97950,CJ제일제당,31007,기타 식품 제조업
311,100220,비상교육,105801,"서적, 잡지 및 기타 인쇄물 출판업"
572,100250,진양홀딩스,32202,플라스틱제품 제조업
73,100840,S&TC,32901,일반 목적용 기계 제조업
79,101060,SBS미디어홀딩스,106002,텔레비전 방송업
313,101140,비티원,74604,생활용품 도매업
736,101530,해태제과식품,31007,기타 식품 제조업
218,102260,동성코퍼레이션,137105,회사 본부 및 경영 컨설팅 서비스업
420,102280,쌍방울,31401,봉제의복 제조업
517,102460,이연제약,32102,의약품 제조업
647,103140,풍산,32402,1차 비철금속 제조업
538,103590,일진전기,32803,절연선 및 케이블 제조업
675,104700,한국철강,32401,1차 철강 제조업
37,105560,KB금융,116409,기타 금융업
699,105630,한세실업,31401,봉제의복 제조업
483,105840,우진,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
292,107590,미원홀딩스,116409,기타 금융업
59,108670,LG하우시스,32202,플라스틱제품 제조업
583,109070,컨버즈,31702,"골판지, 종이 상자 및 종이용기 제조업"
765,111110,호전실업,31401,봉제의복 제조업
464,111770,영원무역,74608,상품 종합 도매업
426,112610,씨에스윈드,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업"
22,114090,GKL,189102,유원지 및 기타 오락관련 서비스업
255,115390,락앤락,32202,플라스틱제품 제조업
176,117580,대성에너지,43502,연료용 가스 제조 및 배관공급업
